mean_throughput,std_throughput,var_throughput,min_throughput,max_throughput,mean_retrans,std_retrans
3.6030524631894645,0.01969276467367143,0.00038780498049260145,3.57351617780827,3.6227616506693763,382983.4,30813.638691981836
